loc,cases,deaths,date,Region,year
ILOCOS NORTE,32,0,14/10/2018,Region I-ILOCOS REGION,2018
ILOCOS NORTE,63,0,21/10/2018,Region I-ILOCOS REGION,2018
ILOCOS NORTE,41,0,28/10/2018,Region I-ILOCOS REGION,2018
ILOCOS NORTE,31,1,4/11/2018,Region I-ILOCOS REGION,2018
ILOCOS NORTE,50,0,11/11/2018,Region I-ILOCOS REGION,2018
ILOCOS NORTE,55,0,18/11/2018,Region I-ILOCOS REGION,2018
ILOCOS NORTE,56,0,25/11/2018,Region I-ILOCOS REGION,2018
ILOCOS NORTE,47,0,2/12/2018,Region I-ILOCOS REGION,2018
ILOCOS NORTE,42,1,9/12/2018,Region I-ILOCOS REGION,2018
ILOCOS NORTE,24,0,16/12/2018,Region I-ILOCOS REGION,2018
ILOCOS NORTE,24,0,23/12/2018,Region I-ILOCOS REGION,2018
ILOCOS NORTE,6,0,30/12/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,17,0,7/1/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,13,0,14/01/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,9,0,21/01/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,6,0,28/01/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,13,0,4/2/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,9,0,11/2/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,5,0,18/02/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,15,0,25/02/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,3,0,4/3/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,10,0,11/3/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,3,0,18/03/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,8,0,25/03/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,13,0,1/4/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,18,0,8/4/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,8,0,15/04/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,7,0,22/04/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,8,0,29/04/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,10,0,6/5/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,10,0,13/05/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,6,0,20/05/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,11,0,27/05/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,9,0,3/6/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,14,0,10/6/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,5,0,17/06/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,21,0,24/06/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,42,0,1/7/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,49,1,8/7/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,66,2,15/07/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,85,0,22/07/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,117,1,29/07/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,159,0,5/8/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,96,0,12/8/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,111,0,19/08/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,118,1,26/08/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,99,0,2/9/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,75,1,9/9/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,39,1,16/09/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,61,0,23/09/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,21,1,30/09/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,32,0,7/10/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,56,0,14/10/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,79,0,21/10/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,33,0,28/10/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,48,0,4/11/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,44,0,11/11/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,43,0,18/11/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,57,0,25/11/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,45,0,2/12/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,42,0,9/12/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,46,0,16/12/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,27,0,23/12/2018,Region I-ILOCOS REGION,2018
ILOCOS SUR,35,0,30/12/2018,Region I-ILOCOS REGION,2018
LA UNION,21,0,7/1/2018,Region I-ILOCOS REGION,2018
LA UNION,27,1,14/01/2018,Region I-ILOCOS REGION,2018
LA UNION,23,1,21/01/2018,Region I-ILOCOS REGION,2018
LA UNION,17,1,28/01/2018,Region I-ILOCOS REGION,2018
LA UNION,19,0,4/2/2018,Region I-ILOCOS REGION,2018
LA UNION,20,0,11/2/2018,Region I-ILOCOS REGION,2018
LA UNION,15,1,18/02/2018,Region I-ILOCOS REGION,2018
LA UNION,8,0,25/02/2018,Region I-ILOCOS REGION,2018
LA UNION,5,0,4/3/2018,Region I-ILOCOS REGION,2018
LA UNION,15,0,11/3/2018,Region I-ILOCOS REGION,2018
LA UNION,13,0,18/03/2018,Region I-ILOCOS REGION,2018
LA UNION,15,0,25/03/2018,Region I-ILOCOS REGION,2018
LA UNION,13,0,1/4/2018,Region I-ILOCOS REGION,2018
LA UNION,16,0,8/4/2018,Region I-ILOCOS REGION,2018
LA UNION,10,0,15/04/2018,Region I-ILOCOS REGION,2018
LA UNION,17,0,22/04/2018,Region I-ILOCOS REGION,2018
LA UNION,19,0,29/04/2018,Region I-ILOCOS REGION,2018
LA UNION,19,0,6/5/2018,Region I-ILOCOS REGION,2018
LA UNION,20,0,13/05/2018,Region I-ILOCOS REGION,2018
LA UNION,24,0,20/05/2018,Region I-ILOCOS REGION,2018
LA UNION,34,0,27/05/2018,Region I-ILOCOS REGION,2018
LA UNION,37,0,3/6/2018,Region I-ILOCOS REGION,2018
LA UNION,61,0,10/6/2018,Region I-ILOCOS REGION,2018
LA UNION,65,0,17/06/2018,Region I-ILOCOS REGION,2018
LA UNION,62,0,24/06/2018,Region I-ILOCOS REGION,2018
LA UNION,74,0,1/7/2018,Region I-ILOCOS REGION,2018
LA UNION,108,0,8/7/2018,Region I-ILOCOS REGION,2018
LA UNION,128,0,15/07/2018,Region I-ILOCOS REGION,2018
LA UNION,155,0,22/07/2018,Region I-ILOCOS REGION,2018
LA UNION,168,1,29/07/2018,Region I-ILOCOS REGION,2018
LA UNION,165,0,5/8/2018,Region I-ILOCOS REGION,2018
LA UNION,152,0,12/8/2018,Region I-ILOCOS REGION,2018
LA UNION,24,0,19/08/2018,Region I-ILOCOS REGION,2018
LA UNION,81,1,26/08/2018,Region I-ILOCOS REGION,2018
LA UNION,63,0,2/9/2018,Region I-ILOCOS REGION,2018
LA UNION,65,0,9/9/2018,Region I-ILOCOS REGION,2018
LA UNION,54,1,16/09/2018,Region I-ILOCOS REGION,2018
LA UNION,53,0,23/09/2018,Region I-ILOCOS REGION,2018
LA UNION,48,0,30/09/2018,Region I-ILOCOS REGION,2018
LA UNION,30,0,7/10/2018,Region I-ILOCOS REGION,2018
LA UNION,53,0,14/10/2018,Region I-ILOCOS REGION,2018
LA UNION,39,0,21/10/2018,Region I-ILOCOS REGION,2018
LA UNION,35,0,28/10/2018,Region I-ILOCOS REGION,2018
LA UNION,42,0,4/11/2018,Region I-ILOCOS REGION,2018
LA UNION,30,0,11/11/2018,Region I-ILOCOS REGION,2018
LA UNION,335,0,18/11/2018,Region I-ILOCOS REGION,2018
LA UNION,24,0,25/11/2018,Region I-ILOCOS REGION,2018
LA UNION,551,0,2/12/2018,Region I-ILOCOS REGION,2018
LA UNION,33,0,9/12/2018,Region I-ILOCOS REGION,2018
LA UNION,16,0,16/12/2018,Region I-ILOCOS REGION,2018
LA UNION,18,0,23/12/2018,Region I-ILOCOS REGION,2018
LA UNION,25,0,30/12/2018,Region I-ILOCOS REGION,2018
PANGASINAN,139,0,7/1/2018,Region I-ILOCOS REGION,2018
PANGASINAN,139,0,14/01/2018,Region I-ILOCOS REGION,2018
PANGASINAN,150,3,21/01/2018,Region I-ILOCOS REGION,2018
PANGASINAN,71,0,28/01/2018,Region I-ILOCOS REGION,2018
PANGASINAN,117,0,4/2/2018,Region I-ILOCOS REGION,2018
PANGASINAN,80,1,11/2/2018,Region I-ILOCOS REGION,2018
PANGASINAN,58,1,18/02/2018,Region I-ILOCOS REGION,2018
PANGASINAN,50,0,25/02/2018,Region I-ILOCOS REGION,2018
PANGASINAN,41,0,4/3/2018,Region I-ILOCOS REGION,2018
PANGASINAN,38,0,11/3/2018,Region I-ILOCOS REGION,2018
PANGASINAN,28,0,18/03/2018,Region I-ILOCOS REGION,2018
PANGASINAN,23,1,25/03/2018,Region I-ILOCOS REGION,2018
PANGASINAN,34,0,1/4/2018,Region I-ILOCOS REGION,2018
PANGASINAN,41,0,8/4/2018,Region I-ILOCOS REGION,2018
PANGASINAN,33,0,15/04/2018,Region I-ILOCOS REGION,2018
PANGASINAN,37,0,22/04/2018,Region I-ILOCOS REGION,2018
PANGASINAN,21,0,29/04/2018,Region I-ILOCOS REGION,2018
PANGASINAN,24,0,6/5/2018,Region I-ILOCOS REGION,2018
PANGASINAN,35,0,13/05/2018,Region I-ILOCOS REGION,2018
PANGASINAN,70,0,20/05/2018,Region I-ILOCOS REGION,2018
PANGASINAN,39,0,27/05/2018,Region I-ILOCOS REGION,2018
PANGASINAN,49,0,3/6/2018,Region I-ILOCOS REGION,2018
PANGASINAN,95,0,10/6/2018,Region I-ILOCOS REGION,2018
PANGASINAN,113,2,17/06/2018,Region I-ILOCOS REGION,2018
PANGASINAN,103,0,24/06/2018,Region I-ILOCOS REGION,2018
PANGASINAN,256,0,1/7/2018,Region I-ILOCOS REGION,2018
PANGASINAN,338,0,8/7/2018,Region I-ILOCOS REGION,2018
PANGASINAN,343,2,15/07/2018,Region I-ILOCOS REGION,2018
PANGASINAN,380,1,22/07/2018,Region I-ILOCOS REGION,2018
PANGASINAN,467,2,29/07/2018,Region I-ILOCOS REGION,2018
PANGASINAN,417,2,5/8/2018,Region I-ILOCOS REGION,2018
PANGASINAN,498,4,12/8/2018,Region I-ILOCOS REGION,2018
PANGASINAN,465,0,19/08/2018,Region I-ILOCOS REGION,2018
PANGASINAN,420,2,26/08/2018,Region I-ILOCOS REGION,2018
PANGASINAN,323,0,2/9/2018,Region I-ILOCOS REGION,2018
PANGASINAN,309,1,9/9/2018,Region I-ILOCOS REGION,2018
PANGASINAN,249,2,16/09/2018,Region I-ILOCOS REGION,2018
PANGASINAN,261,0,23/09/2018,Region I-ILOCOS REGION,2018
PANGASINAN,197,0,30/09/2018,Region I-ILOCOS REGION,2018
PANGASINAN,153,0,7/10/2018,Region I-ILOCOS REGION,2018
PANGASINAN,164,0,14/10/2018,Region I-ILOCOS REGION,2018
PANGASINAN,68,0,21/10/2018,Region I-ILOCOS REGION,2018
PANGASINAN,110,0,28/10/2018,Region I-ILOCOS REGION,2018
PANGASINAN,71,0,4/11/2018,Region I-ILOCOS REGION,2018
PANGASINAN,105,0,11/11/2018,Region I-ILOCOS REGION,2018
PANGASINAN,119,0,18/11/2018,Region I-ILOCOS REGION,2018
PANGASINAN,127,0,25/11/2018,Region I-ILOCOS REGION,2018
PANGASINAN,100,1,2/12/2018,Region I-ILOCOS REGION,2018
PANGASINAN,115,1,9/12/2018,Region I-ILOCOS REGION,2018
PANGASINAN,89,2,16/12/2018,Region I-ILOCOS REGION,2018
PANGASINAN,120,0,23/12/2018,Region I-ILOCOS REGION,2018
PANGASINAN,80,0,30/12/2018,Region I-ILOCOS REGION,2018
BATANES,0,0,7/1/2018,Region II-CAGAYAN VALLEY,2018
BATANES,3,0,14/01/2018,Region II-CAGAYAN VALLEY,2018
BATANES,1,0,21/01/2018,Region II-CAGAYAN VALLEY,2018
BATANES,5,0,28/01/2018,Region II-CAGAYAN VALLEY,2018
BATANES,12,0,4/2/2018,Region II-CAGAYAN VALLEY,2018
BATANES,5,0,11/2/2018,Region II-CAGAYAN VALLEY,2018
BATANES,3,0,18/02/2018,Region II-CAGAYAN VALLEY,2018
BATANES,1,0,25/02/2018,Region II-CAGAYAN VALLEY,2018
BATANES,7,0,4/3/2018,Region II-CAGAYAN VALLEY,2018
BATANES,7,0,11/3/2018,Region II-CAGAYAN VALLEY,2018
BATANES,5,0,18/03/2018,Region II-CAGAYAN VALLEY,2018
BATANES,5,0,25/03/2018,Region II-CAGAYAN VALLEY,2018
BATANES,4,0,1/4/2018,Region II-CAGAYAN VALLEY,2018
BATANES,10,0,8/4/2018,Region II-CAGAYAN VALLEY,2018
BATANES,7,0,15/04/2018,Region II-CAGAYAN VALLEY,2018
BATANES,6,0,22/04/2018,Region II-CAGAYAN VALLEY,2018
BATANES,6,0,29/04/2018,Region II-CAGAYAN VALLEY,2018
BATANES,8,0,6/5/2018,Region II-CAGAYAN VALLEY,2018
BATANES,3,0,13/05/2018,Region II-CAGAYAN VALLEY,2018
BATANES,16,0,20/05/2018,Region II-CAGAYAN VALLEY,2018
BATANES,25,0,27/05/2018,Region II-CAGAYAN VALLEY,2018
BATANES,34,0,3/6/2018,Region II-CAGAYAN VALLEY,2018
BATANES,40,0,10/6/2018,Region II-CAGAYAN VALLEY,2018
BATANES,21,0,17/06/2018,Region II-CAGAYAN VALLEY,2018
BATANES,40,0,24/06/2018,Region II-CAGAYAN VALLEY,2018
BATANES,45,0,1/7/2018,Region II-CAGAYAN VALLEY,2018
BATANES,79,1,8/7/2018,Region II-CAGAYAN VALLEY,2018
BATANES,121,0,15/07/2018,Region II-CAGAYAN VALLEY,2018
BATANES,102,1,22/07/2018,Region II-CAGAYAN VALLEY,2018
BATANES,132,0,29/07/2018,Region II-CAGAYAN VALLEY,2018
BATANES,105,0,5/8/2018,Region II-CAGAYAN VALLEY,2018
BATANES,94,0,12/8/2018,Region II-CAGAYAN VALLEY,2018
BATANES,74,0,19/08/2018,Region II-CAGAYAN VALLEY,2018
BATANES,34,0,26/08/2018,Region II-CAGAYAN VALLEY,2018
BATANES,18,0,2/9/2018,Region II-CAGAYAN VALLEY,2018
BATANES,15,0,9/9/2018,Region II-CAGAYAN VALLEY,2018
BATANES,13,0,16/09/2018,Region II-CAGAYAN VALLEY,2018
BATANES,8,0,23/09/2018,Region II-CAGAYAN VALLEY,2018
BATANES,4,0,30/09/2018,Region II-CAGAYAN VALLEY,2018
BATANES,2,0,7/10/2018,Region II-CAGAYAN VALLEY,2018
BATANES,4,0,14/10/2018,Region II-CAGAYAN VALLEY,2018
BATANES,1,0,21/10/2018,Region II-CAGAYAN VALLEY,2018
BATANES,8,0,28/10/2018,Region II-CAGAYAN VALLEY,2018
BATANES,3,0,4/11/2018,Region II-CAGAYAN VALLEY,2018
BATANES,2,0,11/11/2018,Region II-CAGAYAN VALLEY,2018
BATANES,1,0,18/11/2018,Region II-CAGAYAN VALLEY,2018
BATANES,5,0,25/11/2018,Region II-CAGAYAN VALLEY,2018
BATANES,3,0,2/12/2018,Region II-CAGAYAN VALLEY,2018
BATANES,0,0,9/12/2018,Region II-CAGAYAN VALLEY,2018
BATANES,0,0,16/12/2018,Region II-CAGAYAN VALLEY,2018
BATANES,0,0,23/12/2018,Region II-CAGAYAN VALLEY,2018
BATANES,1,0,30/12/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,25,1,7/1/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,38,0,14/01/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,26,0,21/01/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,12,0,28/01/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,9,0,4/2/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,9,0,11/2/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,13,0,18/02/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,8,0,25/02/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,12,0,4/3/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,11,1,11/3/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,8,0,18/03/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,11,0,25/03/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,10,1,1/4/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,5,0,8/4/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,6,0,15/04/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,3,0,22/04/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,10,0,29/04/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,7,0,6/5/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,6,0,13/05/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,9,0,20/05/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,11,0,27/05/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,14,0,3/6/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,15,0,10/6/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,23,0,17/06/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,22,0,24/06/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,27,0,1/7/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,20,0,8/7/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,46,0,15/07/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,47,0,22/07/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,67,0,29/07/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,69,0,5/8/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,64,2,12/8/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,92,1,19/08/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,84,0,26/08/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,87,0,2/9/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,160,1,9/9/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,138,3,16/09/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,147,1,23/09/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,142,0,30/09/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,100,0,7/10/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,118,0,14/10/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,120,0,21/10/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,136,2,28/10/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,146,0,4/11/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,178,0,11/11/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,164,0,18/11/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,132,1,25/11/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,192,2,2/12/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,135,3,9/12/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,111,0,16/12/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,133,1,23/12/2018,Region II-CAGAYAN VALLEY,2018
CAGAYAN,141,3,30/12/2018,Region II-CAGAYAN VALLEY,2018
ISABELA,50,0,7/1/2018,Region II-CAGAYAN VALLEY,2018
ISABELA,53,0,14/01/2018,Region II-CAGAYAN VALLEY,2018
ISABELA,53,0,21/01/2018,Region II-CAGAYAN VALLEY,2018
ISABELA,29,1,28/01/2018,Region II-CAGAYAN VALLEY,2018
ISABELA,30,0,4/2/2018,Region II-CAGAYAN VALLEY,2018
ISABELA,37,0,11/2/2018,Region II-CAGAYAN VALLEY,2018
ISABELA,15,0,18/02/2018,Region II-CAGAYAN VALLEY,2018
ISABELA,32,0,25/02/2018,Region II-CAGAYAN VALLEY,2018
ISABELA,24,0,4/3/2018,Region II-CAGAYAN VALLEY,2018
ISABELA,33,0,11/3/2018,Region II-CAGAYAN VALLEY,2018
