loc,cases,deaths,date,Region,year
SORSOGON,2,0,1/1/2017,REGION V-BICOL REGION,2017
TARLAC,25,0,1/1/2017,REGION III-CENTRAL LUZON,2017
ZAMBALES,7,0,1/1/2017,REGION III-CENTRAL LUZON,2017
AKLAN,10,0,1/1/2017,REGION VI-WESTERN VISAYAS,2017
ANTIQUE,0,0,1/1/2017,REGION VI-WESTERN VISAYAS,2017
BACOLOD CITY,16,0,1/1/2017,REGION VI-WESTERN VISAYAS,2017
CAPIZ,5,0,1/1/2017,REGION VI-WESTERN VISAYAS,2017
GUIMARAS,0,0,1/1/2017,REGION VI-WESTERN VISAYAS,2017
ILOILO,11,0,1/1/2017,REGION VI-WESTERN VISAYAS,2017
ILOILO CITY,1,0,1/1/2017,REGION VI-WESTERN VISAYAS,2017
NEGROS OCCIDENTAL,38,0,1/1/2017,REGION VI-WESTERN VISAYAS,2017
BOHOL,31,0,1/1/2017,REGION VII-CENTRAL VISAYAS,2017
CEBU,240,1,1/1/2017,REGION VII-CENTRAL VISAYAS,2017
CEBU CITY,95,1,1/1/2017,REGION VII-CENTRAL VISAYAS,2017
LAPU-LAPU CITY,44,0,1/1/2017,REGION VII-CENTRAL VISAYAS,2017
MANDAUE CITY,27,0,1/1/2017,REGION VII-CENTRAL VISAYAS,2017
 NEGROS ORIENTAL,70,0,1/1/2017,REGION VII-CENTRAL VISAYAS,2017
SIQUIJOR,6,0,1/1/2017,REGION VII-CENTRAL VISAYAS,2017
BILIRAN,1,0,1/1/2017,REGION VII-EASTERN VISAYAS,2017
EASTERN SAMAR,0,0,1/1/2017,REGION VII-EASTERN VISAYAS,2017
LEYTE,1,0,1/1/2017,REGION VII-EASTERN VISAYAS,2017
NORTHERN SAMAR,4,0,1/1/2017,REGION VII-EASTERN VISAYAS,2017
ORMOC CITY,0,0,1/1/2017,REGION VII-EASTERN VISAYAS,2017
SAMAR,4,0,1/1/2017,REGION VII-EASTERN VISAYAS,2017
SOUTHERN LEYTE,4,0,1/1/2017,REGION VII-EASTERN VISAYAS,2017
TACLOBAN,2,0,1/1/2017,REGION VII-EASTERN VISAYAS,2017
ISABELA CITY,9,0,1/1/2017,REGION IX-ZAMBOANGA PENINSULA,2017
ZAMBOANGA CITY,50,0,1/1/2017,REGION IX-ZAMBOANGA PENINSULA,2017
ZAMBOANGA DEL NORTE,3,0,1/1/2017,REGION IX-ZAMBOANGA PENINSULA,2017
ZAMBOANGA DEL SUR,1,0,1/1/2017,REGION IX-ZAMBOANGA PENINSULA,2017
ZAMBOANGA SIBUGAY,0,0,1/1/2017,REGION IX-ZAMBOANGA PENINSULA,2017
BUKIDNON,40,0,1/1/2017,REGION X-NORTHERN MINDANAO,2017
 CAGAYAN DE ORO CITY,36,0,1/1/2017,REGION X-NORTHERN MINDANAO,2017
CAMIGUIN,8,0,1/1/2017,REGION X-NORTHERN MINDANAO,2017
ILIGAN CITY,24,0,1/1/2017,REGION X-NORTHERN MINDANAO,2017
LANAO DEL NORTE,8,1,1/1/2017,REGION X-NORTHERN MINDANAO,2017
MISAMIS OCCIDENTAL,14,0,1/1/2017,REGION X-NORTHERN MINDANAO,2017
MISAMIS ORIENTAL,27,0,1/1/2017,REGION X-NORTHERN MINDANAO,2017
DAVAO CITY,56,2,1/1/2017,REGION XI-DAVAO REGION,2017
DAVAO DE ORO,11,0,1/1/2017,REGION XI-DAVAO REGION,2017
DAVAO DEL NORTE,29,2,1/1/2017,REGION XI-DAVAO REGION,2017
DAVAO DEL SUR,4,0,1/1/2017,REGION XI-DAVAO REGION,2017
DAVAO ORIENTAL,26,1,1/1/2017,REGION XI-DAVAO REGION,2017
ABRA,0,0,1/1/2017,CAR,2017
AGUSAN DEL NORTE,5,1,1/1/2017,CARAGA,2017
AGUSAN DEL SUR,14,0,1/1/2017,CARAGA,2017
APAYAO,2,0,1/1/2017,CAR,2017
BAGUIO CITY,0,0,1/1/2017,CAR,2017
BASILAN,4,0,1/1/2017,BARMM,2017
BASILIG CITY,1,0,1/1/2017,CARAGA,2017
BAYUGAN CITY,3,0,1/1/2017,CARAGA,2017
BENGUET,3,0,1/1/2017,CAR,2017
BUTUAN CITY,5,0,1/1/2017,CARAGA,2017
CABADBARAN CITY,1,0,1/1/2017,CARAGA,2017
CALOOCAN CITY,20,0,1/1/2017,NATIONAL CAPITAL REGION,2017
COTABATO CITY,2,0,1/1/2017,REGION XII-SOCCSKSARGEN,2017
DINAGAT ISLANDS,1,0,1/1/2017,CARAGA,2017
GENERAL SANTOS CITY,66,0,1/1/2017,REGION XII-SOCCSKSARGEN,2017
IFUGAO,6,0,1/1/2017,CAR,2017
KALINGA,1,0,1/1/2017,CAR,2017
LANAO DEL SUR,1,0,1/1/2017,BARMM,2017
LAS PINAS CITY,5,0,1/1/2017,NATIONAL CAPITAL REGION,2017
MAGUINDANAO,16,0,1/1/2017,BARMM,2017
MAKATI CITY,6,0,1/1/2017,NATIONAL CAPITAL REGION,2017
MALABON CITY,5,0,1/1/2017,NATIONAL CAPITAL REGION,2017
MANDALUYONG CITY,5,0,1/1/2017,NATIONAL CAPITAL REGION,2017
MANILA CITY,33,0,1/1/2017,NATIONAL CAPITAL REGION,2017
MARIKINA CITY,9,0,1/1/2017,NATIONAL CAPITAL REGION,2017
MOUNTAIN PROVINCE,2,0,1/1/2017,CAR,2017
MUNTINLUPA CITY,1,0,1/1/2017,NATIONAL CAPITAL REGION,2017
NAVOTAS CITY,0,0,1/1/2017,NATIONAL CAPITAL REGION,2017
NORTH COTABATO,30,0,1/1/2017,REGION XII-SOCCSKSARGEN,2017
PARANAQUE CITY,25,0,1/1/2017,NATIONAL CAPITAL REGION,2017
PASAY CITY,4,1,1/1/2017,NATIONAL CAPITAL REGION,2017
PASIG CITY,18,0,1/1/2017,NATIONAL CAPITAL REGION,2017
PATEROS,1,0,1/1/2017,NATIONAL CAPITAL REGION,2017
QUEZON CITY,79,0,1/1/2017,NATIONAL CAPITAL REGION,2017
SAN JUAN CITY,2,0,1/1/2017,NATIONAL CAPITAL REGION,2017
SARANGANI,22,0,1/1/2017,REGION XII-SOCCSKSARGEN,2017
SOUTH COTABATO,73,0,1/1/2017,REGION XII-SOCCSKSARGEN,2017
SULTAN KUDARAT,3,0,1/1/2017,REGION XII-SOCCSKSARGEN,2017
SULU,1,0,1/1/2017,BARMM,2017
SURIGAO CITY,10,0,1/1/2017,CARAGA,2017
SURIGAO DEL NORTE,19,0,1/1/2017,CARAGA,2017
SURIGAO DEL SUR,19,0,1/1/2017,CARAGA,2017
TAGUIG CITY,14,0,1/1/2017,NATIONAL CAPITAL REGION,2017
TANDAG CITY,3,0,1/1/2017,CARAGA,2017
TAWI-TAWI,0,0,1/1/2017,BARMM,2017
VALENZUELA CITY,5,0,1/1/2017,NATIONAL CAPITAL REGION,2017
ALBAY,11,0,8/1/2017,REGION V-BICOL REGION,2017
ALBAY,5,0,15/01/2017,REGION V-BICOL REGION,2017
ALBAY,9,0,22/01/2017,REGION V-BICOL REGION,2017
ALBAY,8,1,29/01/2017,REGION V-BICOL REGION,2017
ALBAY,9,0,5/2/2017,REGION V-BICOL REGION,2017
ALBAY,5,0,12/2/2017,REGION V-BICOL REGION,2017
ALBAY,8,0,19/02/2017,REGION V-BICOL REGION,2017
ALBAY,5,0,26/02/2017,REGION V-BICOL REGION,2017
ALBAY,4,0,5/3/2017,REGION V-BICOL REGION,2017
ALBAY,3,0,12/3/2017,REGION V-BICOL REGION,2017
ALBAY,2,0,19/03/2017,REGION V-BICOL REGION,2017
ALBAY,3,0,26/03/2017,REGION V-BICOL REGION,2017
ALBAY,1,0,2/4/2017,REGION V-BICOL REGION,2017
ALBAY,10,0,9/4/2017,REGION V-BICOL REGION,2017
ALBAY,2,0,16/04/2017,REGION V-BICOL REGION,2017
ALBAY,4,0,23/04/2017,REGION V-BICOL REGION,2017
ALBAY,1,0,30/04/2017,REGION V-BICOL REGION,2017
ALBAY,2,1,7/5/2017,REGION V-BICOL REGION,2017
ALBAY,2,0,14/05/2017,REGION V-BICOL REGION,2017
ALBAY,2,0,21/05/2017,REGION V-BICOL REGION,2017
ALBAY,3,0,28/05/2017,REGION V-BICOL REGION,2017
ALBAY,6,0,4/6/2017,REGION V-BICOL REGION,2017
ALBAY,13,1,11/6/2017,REGION V-BICOL REGION,2017
ALBAY,11,0,18/06/2017,REGION V-BICOL REGION,2017
ALBAY,12,0,25/06/2017,REGION V-BICOL REGION,2017
ALBAY,6,0,2/7/2017,REGION V-BICOL REGION,2017
ALBAY,11,0,9/7/2017,REGION V-BICOL REGION,2017
ALBAY,2,0,16/07/2017,REGION V-BICOL REGION,2017
ALBAY,1,0,23/07/2017,REGION V-BICOL REGION,2017
ALBAY,16,0,30/07/2017,REGION V-BICOL REGION,2017
ALBAY,12,0,6/8/2017,REGION V-BICOL REGION,2017
ALBAY,6,0,13/08/2017,REGION V-BICOL REGION,2017
ALBAY,14,0,20/08/2017,REGION V-BICOL REGION,2017
ALBAY,5,0,27/08/2017,REGION V-BICOL REGION,2017
ALBAY,4,0,3/9/2017,REGION V-BICOL REGION,2017
ALBAY,10,0,10/9/2017,REGION V-BICOL REGION,2017
ALBAY,4,0,17/09/2017,REGION V-BICOL REGION,2017
ALBAY,0,0,24/09/2017,REGION V-BICOL REGION,2017
ALBAY,3,0,1/10/2017,REGION V-BICOL REGION,2017
ALBAY,8,0,8/10/2017,REGION V-BICOL REGION,2017
ALBAY,10,0,15/10/2017,REGION V-BICOL REGION,2017
ALBAY,8,0,22/10/2017,REGION V-BICOL REGION,2017
ALBAY,10,0,29/10/2017,REGION V-BICOL REGION,2017
ALBAY,4,0,5/11/2017,REGION V-BICOL REGION,2017
ALBAY,5,0,12/11/2017,REGION V-BICOL REGION,2017
ALBAY,7,0,19/11/2017,REGION V-BICOL REGION,2017
ALBAY,10,1,26/11/2017,REGION V-BICOL REGION,2017
ALBAY,7,0,3/12/2017,REGION V-BICOL REGION,2017
ALBAY,3,0,10/12/2017,REGION V-BICOL REGION,2017
ALBAY,10,0,17/12/2017,REGION V-BICOL REGION,2017
ALBAY,3,0,24/12/2017,REGION V-BICOL REGION,2017
ALBAY,3,0,31/12/2017,REGION V-BICOL REGION,2017
ANGELES CITY,52,0,8/1/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,35,0,15/01/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,35,0,22/01/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,26,0,29/01/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,25,2,5/2/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,29,2,12/2/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,10,0,19/02/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,13,0,26/02/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,23,0,5/3/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,19,0,12/3/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,11,0,19/03/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,12,0,26/03/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,10,0,2/4/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,5,0,9/4/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,2,0,16/04/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,3,0,23/04/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,6,0,30/04/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,2,0,7/5/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,1,0,14/05/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,1,0,21/05/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,6,0,28/05/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,2,0,4/6/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,2,0,11/6/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,4,0,18/06/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,6,0,25/06/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,15,0,2/7/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,14,0,9/7/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,6,0,16/07/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,18,0,23/07/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,25,1,30/07/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,27,0,6/8/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,31,0,13/08/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,40,0,20/08/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,27,0,27/08/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,35,0,3/9/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,25,0,10/9/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,23,1,17/09/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,25,0,24/09/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,30,0,1/10/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,13,0,8/10/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,13,0,15/10/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,10,0,22/10/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,19,0,29/10/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,11,0,5/11/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,14,0,12/11/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,10,0,19/11/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,16,0,26/11/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,12,0,3/12/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,17,0,10/12/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,11,1,17/12/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,7,0,24/12/2017,REGION III-CENTRAL LUZON,2017
ANGELES CITY,8,0,31/12/2017,REGION III-CENTRAL LUZON,2017
AURORA,8,0,8/1/2017,REGION III-CENTRAL LUZON,2017
AURORA,4,0,15/01/2017,REGION III-CENTRAL LUZON,2017
AURORA,4,0,22/01/2017,REGION III-CENTRAL LUZON,2017
AURORA,5,0,29/01/2017,REGION III-CENTRAL LUZON,2017
AURORA,9,0,5/2/2017,REGION III-CENTRAL LUZON,2017
AURORA,2,0,12/2/2017,REGION III-CENTRAL LUZON,2017
AURORA,4,0,19/02/2017,REGION III-CENTRAL LUZON,2017
AURORA,1,0,26/02/2017,REGION III-CENTRAL LUZON,2017
AURORA,9,0,5/3/2017,REGION III-CENTRAL LUZON,2017
AURORA,7,0,12/3/2017,REGION III-CENTRAL LUZON,2017
AURORA,3,0,19/03/2017,REGION III-CENTRAL LUZON,2017
AURORA,5,0,26/03/2017,REGION III-CENTRAL LUZON,2017
AURORA,1,0,2/4/2017,REGION III-CENTRAL LUZON,2017
AURORA,0,0,9/4/2017,REGION III-CENTRAL LUZON,2017
AURORA,3,0,16/04/2017,REGION III-CENTRAL LUZON,2017
AURORA,0,0,23/04/2017,REGION III-CENTRAL LUZON,2017
AURORA,1,0,30/04/2017,REGION III-CENTRAL LUZON,2017
AURORA,3,0,7/5/2017,REGION III-CENTRAL LUZON,2017
AURORA,3,0,14/05/2017,REGION III-CENTRAL LUZON,2017
AURORA,3,0,21/05/2017,REGION III-CENTRAL LUZON,2017
AURORA,3,0,28/05/2017,REGION III-CENTRAL LUZON,2017
AURORA,7,0,4/6/2017,REGION III-CENTRAL LUZON,2017
AURORA,14,0,11/6/2017,REGION III-CENTRAL LUZON,2017
AURORA,13,0,18/06/2017,REGION III-CENTRAL LUZON,2017
AURORA,13,0,25/06/2017,REGION III-CENTRAL LUZON,2017
AURORA,17,0,2/7/2017,REGION III-CENTRAL LUZON,2017
AURORA,48,0,9/7/2017,REGION III-CENTRAL LUZON,2017
AURORA,32,0,16/07/2017,REGION III-CENTRAL LUZON,2017
AURORA,14,0,23/07/2017,REGION III-CENTRAL LUZON,2017
AURORA,12,0,30/07/2017,REGION III-CENTRAL LUZON,2017
AURORA,29,0,6/8/2017,REGION III-CENTRAL LUZON,2017
AURORA,11,0,13/08/2017,REGION III-CENTRAL LUZON,2017
AURORA,14,0,20/08/2017,REGION III-CENTRAL LUZON,2017
AURORA,13,0,27/08/2017,REGION III-CENTRAL LUZON,2017
AURORA,12,0,3/9/2017,REGION III-CENTRAL LUZON,2017
AURORA,20,1,10/9/2017,REGION III-CENTRAL LUZON,2017
AURORA,12,0,17/09/2017,REGION III-CENTRAL LUZON,2017
AURORA,11,0,24/09/2017,REGION III-CENTRAL LUZON,2017
AURORA,8,0,1/10/2017,REGION III-CENTRAL LUZON,2017
AURORA,5,0,8/10/2017,REGION III-CENTRAL LUZON,2017
AURORA,18,0,15/10/2017,REGION III-CENTRAL LUZON,2017
AURORA,7,0,22/10/2017,REGION III-CENTRAL LUZON,2017
AURORA,10,0,29/10/2017,REGION III-CENTRAL LUZON,2017
AURORA,0,0,5/11/2017,REGION III-CENTRAL LUZON,2017
AURORA,4,0,12/11/2017,REGION III-CENTRAL LUZON,2017
AURORA,10,0,19/11/2017,REGION III-CENTRAL LUZON,2017
AURORA,5,0,26/11/2017,REGION III-CENTRAL LUZON,2017
AURORA,2,0,3/12/2017,REGION III-CENTRAL LUZON,2017
AURORA,3,0,10/12/2017,REGION III-CENTRAL LUZON,2017
AURORA,10,0,17/12/2017,REGION III-CENTRAL LUZON,2017
AURORA,7,0,24/12/2017,REGION III-CENTRAL LUZON,2017
AURORA,3,0,31/12/2017,REGION III-CENTRAL LUZON,2017
BATAAN,51,0,8/1/2017,REGION III-CENTRAL LUZON,2017
BATAAN,33,0,15/01/2017,REGION III-CENTRAL LUZON,2017
BATAAN,33,0,22/01/2017,REGION III-CENTRAL LUZON,2017
BATAAN,42,0,29/01/2017,REGION III-CENTRAL LUZON,2017
BATAAN,46,0,5/2/2017,REGION III-CENTRAL LUZON,2017
BATAAN,40,0,12/2/2017,REGION III-CENTRAL LUZON,2017
BATAAN,22,0,19/02/2017,REGION III-CENTRAL LUZON,2017
BATAAN,29,0,26/02/2017,REGION III-CENTRAL LUZON,2017
BATAAN,38,0,5/3/2017,REGION III-CENTRAL LUZON,2017
BATAAN,32,0,12/3/2017,REGION III-CENTRAL LUZON,2017
BATAAN,37,0,19/03/2017,REGION III-CENTRAL LUZON,2017
BATAAN,20,1,26/03/2017,REGION III-CENTRAL LUZON,2017
BATAAN,24,0,2/4/2017,REGION III-CENTRAL LUZON,2017
BATAAN,25,0,9/4/2017,REGION III-CENTRAL LUZON,2017
BATAAN,12,0,16/04/2017,REGION III-CENTRAL LUZON,2017
BATAAN,14,0,23/04/2017,REGION III-CENTRAL LUZON,2017
BATAAN,10,0,30/04/2017,REGION III-CENTRAL LUZON,2017
BATAAN,9,0,7/5/2017,REGION III-CENTRAL LUZON,2017
BATAAN,5,0,14/05/2017,REGION III-CENTRAL LUZON,2017
BATAAN,10,0,21/05/2017,REGION III-CENTRAL LUZON,2017
BATAAN,17,0,28/05/2017,REGION III-CENTRAL LUZON,2017
BATAAN,10,0,4/6/2017,REGION III-CENTRAL LUZON,2017
BATAAN,16,1,11/6/2017,REGION III-CENTRAL LUZON,2017
BATAAN,23,0,18/06/2017,REGION III-CENTRAL LUZON,2017
BATAAN,14,0,25/06/2017,REGION III-CENTRAL LUZON,2017
BATAAN,20,1,2/7/2017,REGION III-CENTRAL LUZON,2017
BATAAN,29,0,9/7/2017,REGION III-CENTRAL LUZON,2017
BATAAN,39,1,16/07/2017,REGION III-CENTRAL LUZON,2017
BATAAN,53,0,23/07/2017,REGION III-CENTRAL LUZON,2017
BATAAN,69,0,30/07/2017,REGION III-CENTRAL LUZON,2017
BATAAN,60,0,6/8/2017,REGION III-CENTRAL LUZON,2017
BATAAN,66,0,13/08/2017,REGION III-CENTRAL LUZON,2017
BATAAN,100,0,20/08/2017,REGION III-CENTRAL LUZON,2017
BATAAN,65,2,27/08/2017,REGION III-CENTRAL LUZON,2017
BATAAN,91,0,3/9/2017,REGION III-CENTRAL LUZON,2017
BATAAN,83,0,10/9/2017,REGION III-CENTRAL LUZON,2017
BATAAN,69,0,17/09/2017,REGION III-CENTRAL LUZON,2017
BATAAN,71,0,24/09/2017,REGION III-CENTRAL LUZON,2017
BATAAN,86,0,1/10/2017,REGION III-CENTRAL LUZON,2017
BATAAN,44,0,8/10/2017,REGION III-CENTRAL LUZON,2017
BATAAN,64,0,15/10/2017,REGION III-CENTRAL LUZON,2017
BATAAN,66,0,22/10/2017,REGION III-CENTRAL LUZON,2017
BATAAN,61,0,29/10/2017,REGION III-CENTRAL LUZON,2017
BATAAN,65,0,5/11/2017,REGION III-CENTRAL LUZON,2017
BATAAN,78,0,12/11/2017,REGION III-CENTRAL LUZON,2017
BATAAN,84,0,19/11/2017,REGION III-CENTRAL LUZON,2017
BATAAN,58,0,26/11/2017,REGION III-CENTRAL LUZON,2017
BATAAN,14,0,3/12/2017,REGION III-CENTRAL LUZON,2017
BATAAN,87,0,10/12/2017,REGION III-CENTRAL LUZON,2017
BATAAN,75,1,17/12/2017,REGION III-CENTRAL LUZON,2017
BATAAN,61,0,24/12/2017,REGION III-CENTRAL LUZON,2017
BATAAN,65,0,31/12/2017,REGION III-CENTRAL LUZON,2017
BATANES,0,0,8/1/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,15/01/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,22/01/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,29/01/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,5/2/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,12/2/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,19/02/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,26/02/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,5/3/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,12/3/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,19/03/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,26/03/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,2/4/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,9/4/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,16/04/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,23/04/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,30/04/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,7/5/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,14/05/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,21/05/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,28/05/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,4/6/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,11/6/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,18/06/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,25/06/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,2/7/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,9/7/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,16/07/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,23/07/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,30/07/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,6/8/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,13/08/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,20/08/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,27/08/2017,Region II-CAGAYAN VALLEY,2017
BATANES,1,0,3/9/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,10/9/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,17/09/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,24/09/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,1/10/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,8/10/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,15/10/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,22/10/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,29/10/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,5/11/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,12/11/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,1,19/11/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,26/11/2017,Region II-CAGAYAN VALLEY,2017
BATANES,0,0,3/12/2017,Region II-CAGAYAN VALLEY,2017
