loc,cases,deaths,date,Region,year
LAGUNA,20,0,21/05/2017,REGION IV-A-CALABARZON,2017
LAGUNA,37,0,28/05/2017,REGION IV-A-CALABARZON,2017
LAGUNA,31,1,4/6/2017,REGION IV-A-CALABARZON,2017
LAGUNA,40,0,11/6/2017,REGION IV-A-CALABARZON,2017
LAGUNA,47,0,18/06/2017,REGION IV-A-CALABARZON,2017
LAGUNA,87,0,25/06/2017,REGION IV-A-CALABARZON,2017
LAGUNA,109,1,2/7/2017,REGION IV-A-CALABARZON,2017
LAGUNA,107,0,9/7/2017,REGION IV-A-CALABARZON,2017
LAGUNA,141,0,16/07/2017,REGION IV-A-CALABARZON,2017
LAGUNA,199,0,23/07/2017,REGION IV-A-CALABARZON,2017
LAGUNA,171,0,30/07/2017,REGION IV-A-CALABARZON,2017
LAGUNA,174,0,6/8/2017,REGION IV-A-CALABARZON,2017
LAGUNA,181,1,13/08/2017,REGION IV-A-CALABARZON,2017
LAGUNA,172,1,20/08/2017,REGION IV-A-CALABARZON,2017
LAGUNA,216,0,27/08/2017,REGION IV-A-CALABARZON,2017
LAGUNA,120,0,3/9/2017,REGION IV-A-CALABARZON,2017
LAGUNA,147,1,10/9/2017,REGION IV-A-CALABARZON,2017
LAGUNA,148,1,17/09/2017,REGION IV-A-CALABARZON,2017
LAGUNA,156,0,24/09/2017,REGION IV-A-CALABARZON,2017
LAGUNA,108,0,1/10/2017,REGION IV-A-CALABARZON,2017
LAGUNA,106,0,8/10/2017,REGION IV-A-CALABARZON,2017
LAGUNA,116,0,15/10/2017,REGION IV-A-CALABARZON,2017
LAGUNA,113,1,22/10/2017,REGION IV-A-CALABARZON,2017
LAGUNA,143,0,29/10/2017,REGION IV-A-CALABARZON,2017
LAGUNA,150,0,5/11/2017,REGION IV-A-CALABARZON,2017
LAGUNA,161,1,12/11/2017,REGION IV-A-CALABARZON,2017
LAGUNA,155,0,19/11/2017,REGION IV-A-CALABARZON,2017
LAGUNA,138,0,26/11/2017,REGION IV-A-CALABARZON,2017
LAGUNA,155,0,3/12/2017,REGION IV-A-CALABARZON,2017
LAGUNA,168,0,10/12/2017,REGION IV-A-CALABARZON,2017
LAGUNA,158,1,17/12/2017,REGION IV-A-CALABARZON,2017
LAGUNA,91,0,24/12/2017,REGION IV-A-CALABARZON,2017
LAGUNA,83,1,31/12/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,20,1,8/1/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,7,0,15/01/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,10,0,22/01/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,11,0,29/01/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,9,0,5/2/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,13,0,12/2/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,7,0,19/02/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,9,0,26/02/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,9,0,5/3/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,6,0,12/3/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,4,0,19/03/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,7,0,26/03/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,3,0,2/4/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,2,0,9/4/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,5,0,16/04/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,4,0,23/04/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,1,0,30/04/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,0,0,7/5/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,1,0,14/05/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,0,0,21/05/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,0,0,28/05/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,1,0,4/6/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,1,0,11/6/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,4,0,18/06/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,3,0,25/06/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,2,0,2/7/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,5,0,9/7/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,4,0,16/07/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,9,0,23/07/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,9,0,30/07/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,12,0,6/8/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,4,0,13/08/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,4,0,20/08/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,5,0,27/08/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,0,0,3/9/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,4,0,10/9/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,0,0,17/09/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,3,0,24/09/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,6,0,1/10/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,3,0,8/10/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,3,0,15/10/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,4,0,22/10/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,4,0,29/10/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,2,0,5/11/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,5,0,12/11/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,2,0,19/11/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,4,0,26/11/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,3,0,3/12/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,3,0,10/12/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,2,0,17/12/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,5,0,24/12/2017,REGION IV-A-CALABARZON,2017
LUCENA CITY,4,0,31/12/2017,REGION IV-A-CALABARZON,2017
MARINDUQUE,1,0,8/1/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,6,0,15/01/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,22/01/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,3,0,29/01/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,3,0,5/2/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,2,0,12/2/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,5,0,19/02/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,2,0,26/02/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,1,0,5/3/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,3,0,12/3/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,19/03/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,26/03/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,1,0,2/4/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,1,0,9/4/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,16/04/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,1,0,23/04/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,30/04/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,7/5/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,14/05/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,21/05/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,28/05/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,4/6/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,11/6/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,18/06/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,25/06/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,2/7/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,1,0,9/7/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,16/07/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,2,0,23/07/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,1,0,30/07/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,3,0,6/8/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,2,0,13/08/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,4,0,20/08/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,27/08/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,3,0,3/9/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,10/9/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,17/09/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,1,0,24/09/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,2,0,1/10/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,2,0,8/10/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,2,0,15/10/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,1,0,22/10/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,1,1,29/10/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,1,0,5/11/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,12/11/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,19/11/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,2,0,26/11/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,3,0,3/12/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,3,0,10/12/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,0,0,17/12/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,1,0,24/12/2017,REGION IVB-MIMAROPA,2017
MARINDUQUE,4,0,31/12/2017,REGION IVB-MIMAROPA,2017
MASBATE,4,0,8/1/2017,REGION V-BICOL REGION,2017
MASBATE,7,0,15/01/2017,REGION V-BICOL REGION,2017
MASBATE,8,0,22/01/2017,REGION V-BICOL REGION,2017
MASBATE,7,0,29/01/2017,REGION V-BICOL REGION,2017
MASBATE,4,0,5/2/2017,REGION V-BICOL REGION,2017
MASBATE,6,0,12/2/2017,REGION V-BICOL REGION,2017
MASBATE,4,0,19/02/2017,REGION V-BICOL REGION,2017
MASBATE,4,0,26/02/2017,REGION V-BICOL REGION,2017
MASBATE,4,0,5/3/2017,REGION V-BICOL REGION,2017
MASBATE,1,0,12/3/2017,REGION V-BICOL REGION,2017
MASBATE,0,0,19/03/2017,REGION V-BICOL REGION,2017
MASBATE,2,0,26/03/2017,REGION V-BICOL REGION,2017
MASBATE,1,0,2/4/2017,REGION V-BICOL REGION,2017
MASBATE,4,0,9/4/2017,REGION V-BICOL REGION,2017
MASBATE,1,0,16/04/2017,REGION V-BICOL REGION,2017
MASBATE,4,0,23/04/2017,REGION V-BICOL REGION,2017
MASBATE,2,0,30/04/2017,REGION V-BICOL REGION,2017
MASBATE,2,0,7/5/2017,REGION V-BICOL REGION,2017
MASBATE,4,0,14/05/2017,REGION V-BICOL REGION,2017
MASBATE,4,0,21/05/2017,REGION V-BICOL REGION,2017
MASBATE,1,0,28/05/2017,REGION V-BICOL REGION,2017
MASBATE,1,0,4/6/2017,REGION V-BICOL REGION,2017
MASBATE,1,0,11/6/2017,REGION V-BICOL REGION,2017
MASBATE,0,0,18/06/2017,REGION V-BICOL REGION,2017
MASBATE,4,0,25/06/2017,REGION V-BICOL REGION,2017
MASBATE,0,0,2/7/2017,REGION V-BICOL REGION,2017
MASBATE,1,0,9/7/2017,REGION V-BICOL REGION,2017
MASBATE,5,0,16/07/2017,REGION V-BICOL REGION,2017
MASBATE,12,0,23/07/2017,REGION V-BICOL REGION,2017
MASBATE,12,0,30/07/2017,REGION V-BICOL REGION,2017
MASBATE,7,0,6/8/2017,REGION V-BICOL REGION,2017
MASBATE,3,0,13/08/2017,REGION V-BICOL REGION,2017
MASBATE,5,0,20/08/2017,REGION V-BICOL REGION,2017
MASBATE,9,0,27/08/2017,REGION V-BICOL REGION,2017
MASBATE,4,0,3/9/2017,REGION V-BICOL REGION,2017
MASBATE,1,0,10/9/2017,REGION V-BICOL REGION,2017
MASBATE,7,0,17/09/2017,REGION V-BICOL REGION,2017
MASBATE,2,0,24/09/2017,REGION V-BICOL REGION,2017
MASBATE,4,0,1/10/2017,REGION V-BICOL REGION,2017
MASBATE,1,0,8/10/2017,REGION V-BICOL REGION,2017
MASBATE,4,0,15/10/2017,REGION V-BICOL REGION,2017
MASBATE,7,0,22/10/2017,REGION V-BICOL REGION,2017
MASBATE,5,0,29/10/2017,REGION V-BICOL REGION,2017
MASBATE,4,0,5/11/2017,REGION V-BICOL REGION,2017
MASBATE,2,0,12/11/2017,REGION V-BICOL REGION,2017
MASBATE,5,0,19/11/2017,REGION V-BICOL REGION,2017
MASBATE,9,0,26/11/2017,REGION V-BICOL REGION,2017
MASBATE,9,0,3/12/2017,REGION V-BICOL REGION,2017
MASBATE,12,0,10/12/2017,REGION V-BICOL REGION,2017
MASBATE,7,0,17/12/2017,REGION V-BICOL REGION,2017
MASBATE,9,0,24/12/2017,REGION V-BICOL REGION,2017
MASBATE,1,0,31/12/2017,REGION V-BICOL REGION,2017
NAGA CITY,8,0,8/1/2017,REGION V-BICOL REGION,2017
NAGA CITY,10,0,15/01/2017,REGION V-BICOL REGION,2017
NAGA CITY,17,0,22/01/2017,REGION V-BICOL REGION,2017
NAGA CITY,11,0,29/01/2017,REGION V-BICOL REGION,2017
NAGA CITY,16,0,5/2/2017,REGION V-BICOL REGION,2017
NAGA CITY,8,0,12/2/2017,REGION V-BICOL REGION,2017
NAGA CITY,10,0,19/02/2017,REGION V-BICOL REGION,2017
NAGA CITY,12,0,26/02/2017,REGION V-BICOL REGION,2017
NAGA CITY,11,0,5/3/2017,REGION V-BICOL REGION,2017
NAGA CITY,14,0,12/3/2017,REGION V-BICOL REGION,2017
NAGA CITY,9,0,19/03/2017,REGION V-BICOL REGION,2017
NAGA CITY,12,0,26/03/2017,REGION V-BICOL REGION,2017
NAGA CITY,10,0,2/4/2017,REGION V-BICOL REGION,2017
NAGA CITY,11,0,9/4/2017,REGION V-BICOL REGION,2017
NAGA CITY,9,0,16/04/2017,REGION V-BICOL REGION,2017
NAGA CITY,13,0,23/04/2017,REGION V-BICOL REGION,2017
NAGA CITY,7,0,30/04/2017,REGION V-BICOL REGION,2017
NAGA CITY,8,0,7/5/2017,REGION V-BICOL REGION,2017
NAGA CITY,2,0,14/05/2017,REGION V-BICOL REGION,2017
NAGA CITY,3,0,21/05/2017,REGION V-BICOL REGION,2017
NAGA CITY,6,0,28/05/2017,REGION V-BICOL REGION,2017
NAGA CITY,8,0,4/6/2017,REGION V-BICOL REGION,2017
NAGA CITY,10,0,11/6/2017,REGION V-BICOL REGION,2017
NAGA CITY,11,0,18/06/2017,REGION V-BICOL REGION,2017
NAGA CITY,9,0,25/06/2017,REGION V-BICOL REGION,2017
NAGA CITY,11,0,2/7/2017,REGION V-BICOL REGION,2017
NAGA CITY,4,0,9/7/2017,REGION V-BICOL REGION,2017
NAGA CITY,13,0,16/07/2017,REGION V-BICOL REGION,2017
NAGA CITY,21,0,23/07/2017,REGION V-BICOL REGION,2017
NAGA CITY,15,0,30/07/2017,REGION V-BICOL REGION,2017
NAGA CITY,23,0,6/8/2017,REGION V-BICOL REGION,2017
NAGA CITY,25,0,13/08/2017,REGION V-BICOL REGION,2017
NAGA CITY,18,0,20/08/2017,REGION V-BICOL REGION,2017
NAGA CITY,14,0,27/08/2017,REGION V-BICOL REGION,2017
NAGA CITY,27,1,3/9/2017,REGION V-BICOL REGION,2017
NAGA CITY,22,0,10/9/2017,REGION V-BICOL REGION,2017
NAGA CITY,20,0,17/09/2017,REGION V-BICOL REGION,2017
NAGA CITY,11,0,24/09/2017,REGION V-BICOL REGION,2017
NAGA CITY,22,2,1/10/2017,REGION V-BICOL REGION,2017
NAGA CITY,30,0,8/10/2017,REGION V-BICOL REGION,2017
NAGA CITY,21,0,15/10/2017,REGION V-BICOL REGION,2017
NAGA CITY,26,0,22/10/2017,REGION V-BICOL REGION,2017
NAGA CITY,23,0,29/10/2017,REGION V-BICOL REGION,2017
NAGA CITY,27,0,5/11/2017,REGION V-BICOL REGION,2017
NAGA CITY,28,0,12/11/2017,REGION V-BICOL REGION,2017
NAGA CITY,21,2,19/11/2017,REGION V-BICOL REGION,2017
NAGA CITY,20,0,26/11/2017,REGION V-BICOL REGION,2017
NAGA CITY,19,0,3/12/2017,REGION V-BICOL REGION,2017
NAGA CITY,16,0,10/12/2017,REGION V-BICOL REGION,2017
NAGA CITY,15,0,17/12/2017,REGION V-BICOL REGION,2017
NAGA CITY,7,0,24/12/2017,REGION V-BICOL REGION,2017
NAGA CITY,7,0,31/12/2017,REGION V-BICOL REGION,2017
NUEVA ECIJA,65,0,8/1/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,130,1,15/01/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,39,1,22/01/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,28,0,29/01/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,21,0,5/2/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,34,0,12/2/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,28,0,19/02/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,10,0,26/02/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,11,0,5/3/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,17,0,12/3/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,10,0,19/03/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,16,0,26/03/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,12,0,2/4/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,14,0,9/4/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,14,0,16/04/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,15,0,23/04/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,14,0,30/04/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,6,0,7/5/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,10,0,14/05/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,7,0,21/05/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,7,0,28/05/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,9,0,4/6/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,16,0,11/6/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,15,0,18/06/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,17,0,25/06/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,19,0,2/7/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,31,0,9/7/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,47,0,16/07/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,41,0,23/07/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,75,0,30/07/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,76,0,6/8/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,129,1,13/08/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,120,2,20/08/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,105,4,27/08/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,99,3,3/9/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,108,1,10/9/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,78,0,17/09/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,71,0,24/09/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,75,0,1/10/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,65,0,8/10/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,60,0,15/10/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,90,0,22/10/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,76,0,29/10/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,67,0,5/11/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,73,1,12/11/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,94,0,19/11/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,91,2,26/11/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,111,0,3/12/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,97,0,10/12/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,79,0,17/12/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,70,1,24/12/2017,REGION III-CENTRAL LUZON,2017
NUEVA ECIJA,32,0,31/12/2017,REGION III-CENTRAL LUZON,2017
NUEVA VISCAYA,3,0,8/1/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,3,0,15/01/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,1,0,22/01/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,3,0,29/01/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,2,0,5/2/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,1,0,12/2/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,2,0,19/02/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,0,0,26/02/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,2,0,5/3/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,4,0,12/3/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,1,0,19/03/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,5,0,26/03/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,2,0,2/4/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,4,0,9/4/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,3,0,16/04/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,7,0,23/04/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,3,0,30/04/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,17,0,7/5/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,13,0,14/05/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,17,0,21/05/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,17,0,28/05/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,14,0,4/6/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,33,0,11/6/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,44,0,18/06/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,41,0,25/06/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,49,0,2/7/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,27,0,9/7/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,37,0,16/07/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,45,0,23/07/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,57,0,30/07/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,46,0,6/8/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,52,0,13/08/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,66,0,20/08/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,64,0,27/08/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,55,0,3/9/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,24,0,10/9/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,23,0,17/09/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,46,0,24/09/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,28,0,1/10/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,51,0,8/10/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,30,0,15/10/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,47,0,22/10/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,33,1,29/10/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,31,0,5/11/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,24,1,12/11/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,18,0,19/11/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,26,0,26/11/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,34,0,3/12/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,40,0,10/12/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,27,0,17/12/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,11,0,24/12/2017,Region II-CAGAYAN VALLEY,2017
NUEVA VISCAYA,3,0,31/12/2017,Region II-CAGAYAN VALLEY,2017
OCCIDENTAL MINDORO,10,0,8/1/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,26,0,15/01/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,23,0,22/01/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,46,0,29/01/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,59,0,5/2/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,35,0,12/2/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,18,0,19/02/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,14,0,26/02/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,13,0,5/3/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,17,0,12/3/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,20,0,19/03/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,7,0,26/03/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,3,0,2/4/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,4,0,9/4/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,5,0,16/04/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,5,0,23/04/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,3,0,30/04/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,12,0,7/5/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,6,0,14/05/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,10,0,21/05/2017,REGION IVB-MIMAROPA,2017
OCCIDENTAL MINDORO,9,0,28/05/2017,REGION IVB-MIMAROPA,2017
